user_id,is_premium_user
4042586957,1
4048091507,0
4053327042,1
4067614488,0
4070741845,1
4070760033,0
4079925798,0
4107293534,1
4316603922,1
4329785477,1
4353113356,1
4381214980,0
4438990229,1
4456548435,1
4476343502,0
4548749360,0
4572150945,1
4581190693,1
4631769695,0
4636784994,1
4647468229,1
4707595539,0
4721380623,0
4743067403,1
4748339730,1
4756779155,1
4762015427,1
4794347815,1
4842254063,1
4885736874,1
4910266215,1
4923845403,1
4945136422,1
4961169071,1
4968579846,1
5038064213,1
5067883360,1
5210222699,1
5231408946,0
5232197830,1
5234245991,1
5374113747,1
5459654923,0
5483197689,1
5494281858,1
5567514928,0
5595782164,0
5618441696,1
5650791597,1
5701142767,1
5801986043,0
5816252351,1
5824833357,1
5850773153,1
5854152877,1
5858391768,1
5875818035,0
5889953203,1
5907402834,1
5952368114,1
5968756004,0
5977298744,1
5986681861,1
5987726222,1
3021922759,1
3354813911,1
3388715717,1
3551570945,1
3615649633,1
3726940984,1
3730177455,0
3787929821,0
3803687683,0
3822802461,1
3976949070,0
3978454130,1
4002222574,1
4017267344,1
4024614090,1
4028282646,1
4058026203,1
4062226127,1
4107577384,1
4131608874,1
4145794332,0
4154771465,1
4191348132,1
4256514632,1
4262837815,0
4320360112,1
4396965761,1
4408403481,1
4446858371,0
4455722849,1
4523796712,1
4527239538,1
4543122599,1
4560783524,1
4565610205,1
4587913094,1
4620579009,1
4636851669,1
4647584381,1
4677012636,1
4707005636,0
4709820057,1
4711697704,1
4718684800,1
4773767443,1
4783485704,1
4808092333,1
4818981263,1
4821488623,1
4825488430,1
4844246248,0
4850475937,1
4863806825,1
4875123369,1
4908945438,1
4928283521,1
4949216502,0
4976826130,1
5001057466,1
5001742315,1
5005820714,1
5016819930,1
5016863379,1
5019893601,1
5042026092,0
5063015833,1
5069090436,1
5077683479,1
5096741468,1
5137711702,1
5143092039,1
5163128778,1
5177375236,0
5179144461,0
5181544330,0
5190885921,1
5235780521,0
5239912647,1
5252017664,1
5253950438,0
5260492112,0
5263892973,1
5264822270,0
5264862670,0
5312844528,1
5361830594,1
5429374363,1
5449010674,0
5460164431,1
5508491341,0
5511235996,1
5530724981,1
5747267695,1
5760575634,1
5794924637,1
5799243324,0
5822900107,0
5829637035,1
5857965034,1
5866280665,0
5877523625,1
5885290632,1
5922991593,0
5956590346,0
5960814041,1
5962759717,0
5962866103,0
5973096791,0
5973582713,0
5975967958,1
5978135815,0
5979459549,1
5988841782,1
5998691661,1
3042649729,1
3335004514,1
3850602392,1
3861401515,1
4218672051,1
4303451978,1
4316422116,1
4400266257,1
4438399318,1
4446417839,1
4481196294,1
4608343060,1
4612140804,0
4620006884,0
4644868996,1
4648137911,1
4667927805,1
4806039020,1
4807027914,1
4844660806,0
4871074111,1
4925081843,1
4927871400,1
4991057720,1
5014283812,1
5133868671,1
5192430055,0
5200965852,0
5229782377,1
5300447344,1
5356946297,1
5378072493,0
5442628786,0
5458258753,1
5460368471,0
5512495164,0
5529699708,0
5634543949,0
5656570055,0
5657245808,0
5697888292,1
5734611472,1
5785322925,1
5791928496,1
5817698022,1
5820041723,1
5839048524,0
5844996898,0
5862035012,1
5864415601,1
5930207561,1
5933578141,0
5956875700,0
5960486882,1
5975406086,1
5983371743,0
5997020406,1
2826429982,1
3056545273,1
3067452595,1
3803696773,1
3837651115,1
3878916787,1
4093790002,1
4109119915,1
4168366440,1
4192127923,1
4357874565,1
4428036692,0
4576677860,1
4585260138,0
4636705205,1
4643202340,1
4655645315,1
4740322314,0
4753062553,0
4778821173,1
4797768798,1
4811228611,0
4942257988,1
4978585402,1
4999945814,0
5025756141,1
5036401887,0
5096643485,1
5169777259,0
5210480273,1
5214414274,1
5243611466,0
5250198033,1
5348850489,1
5417369393,1
5477014574,1
5550064935,1
5623538178,1
5690947893,0
5752388127,1
5786260062,0
5838245070,1
5848181083,1
5906346180,1
5917922405,1
5961475087,1
5964880936,1
5974655182,1
5976186743,1
5978521520,0
5982020565,1
5990367063,0
5991716116,0
5991964773,1
3624339899,1
3871504444,1
4018901546,1
4037569651,0
4164986244,1
4183479776,0
4261634750,1
4369370202,0
4395674420,0
4403426920,1
4410244166,1
4431719665,1
4496838385,1
4532340630,1
4562204483,1
4788325924,1
4882321352,1
4884801670,1
5122703075,1
5151404640,1
5154537446,1
5162417176,1
5197320355,1
5229991463,1
5254478360,0
5271743210,1
5288471315,0
5299409091,0
5299813005,0
5334292550,1
5337792772,1
5384881535,1
5498724416,1
5533330873,1
5561454202,0
5582881605,1
5583591105,1
5605303994,1
5697670114,1
5795206459,0
5804659670,1
5835489350,1
5953903020,1
5956215881,0
5956718838,0
5959813651,1
5963124893,1
5968288772,0
5973015334,1
5973724450,1
5978755512,1
5978961324,1
5979704223,0
5982965721,1
5983867693,1
2762014923,1
3419626621,1
3422476695,1
3448590935,1
3576018772,1
3917040479,1
4014922550,1
4048077365,1
4171988301,1
4266598440,1
4455845405,0
4561932763,1
4609585346,0
4614705117,1
4657974723,0
4663508190,1
4701460046,1
4869617771,1
4876904693,0
4917821406,1
5005124803,1
5257370793,1
5289094898,1
5312329371,1
5318512380,1
5358179363,1
5427550006,1
5429017790,1
5437639193,0
5444572793,1
5456103893,0
5476815079,1
5476913560,1
5478636708,0
5526071404,0
5526247070,1
5537277037,1
5725975314,1
5735406646,1
5793877543,1
5812045418,0
5822747579,0
5823390004,1
5831991158,0
5899871717,1
5918747939,1
5963991497,1
5969876282,1
5975556055,1
5988351018,1
5992446074,1
5994681941,0
